?triplestore	?eq	?qps	?resSize
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql199>	2691.168258567446e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql63>	1687.3159454675238e0	"18"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql183>	3037.4062656426418e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql79>	2490.175634577682e0	"15"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql201>	2866.7511147839505e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql49>	542.14620175895e0	"33"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql1>	0.381014447581754e0	"304592"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql5>	8.903997701365324e0	"28331"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql145>	2218.9688851005335e0	"3"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql39>	558.553643957427e0	"113"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql20>	46.06887494901039e0	"3646"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql140>	3361.173937053951e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql36>	6.239674991403101e0	"185"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql181>	3774.508354559701e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql72>	2033.4206235619902e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql114>	3174.7019431080716e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql76>	2788.6247534507147e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql135>	3173.548011867377e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql148>	3488.9092227687147e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql118>	3012.185192760273e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql141>	2726.9107918403556e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql175>	3899.49696489153e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql172>	3328.0664832310385e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql55>	53.250175398090235e0	"26"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql68>	2010.3775690112361e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql127>	3098.257199342798e0	"6"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql17>	50.25513846980896e0	"5073"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql50>	671.0683681321801e0	"33"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql122>	43.04835417575364e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql116>	3024.3618394894547e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql126>	2840.8157421342316e0	"6"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql95>	2405.4372503607156e0	"10"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql167>	3508.9373218410174e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql111>	3354.6157611925073e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql90>	2885.2101817913226e0	"13"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql21>	75.34018636876789e0	"3174"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql42>	450.6705143513097e0	"84"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql162>	3072.1846653336115e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql58>	2042.5607011593438e0	"20"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql132>	3045.8643203493907e0	"5"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql28>	23.288318145136007e0	"1092"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql25>	82.73262735339438e0	"3174"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql61>	2480.6187192284415e0	"19"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql82>	2841.0363456620744e0	"15"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql103>	2572.3887338977042e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:latest"	<http://iguana-benchmark.eu/resource/1653337835/1/1/sparql98>	2284.9834392016946e0	"9"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql76>	2868.5210507851575e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql5>	8.900831499775888e0	"28331"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql158>	2428.9330620053174e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql44>	1317.084606880977e0	"59"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql126>	2946.647991466507e0	"6"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql90>	3075.2514018020975e0	"13"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql172>	3488.046001280811e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql12>	10.445304525442499e0	"11497"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql140>	3348.6410879600944e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql89>	2480.4425374067278e0	"13"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql57>	1463.4256990723588e0	"23"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql139>	3175.6741665152044e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql185>	3785.4655535883744e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql25>	81.75478492156932e0	"3174"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql107>	2984.568586579948e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql71>	2581.4141451341598e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql0>	0.3779226898903755e0	"304592"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql153>	2557.052311920492e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql121>	2958.5647095300897e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql198>	2737.7993167548025e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql38>	312.4332043845126e0	"113"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql84>	2716.1041071839877e0	"14"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql166>	3442.8729259703123e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql52>	30.436519466473467e0	"31"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql134>	3313.8830490905384e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql180>	3779.1733285094283e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql20>	46.09086412256701e0	"3646"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql102>	1314.1135178564814e0	"9"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql97>	2623.988944259915e0	"9"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql179>	3677.9169651398456e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql19>	31.870031021958876e0	"4978"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql65>	41.70271611624984e0	"18"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql147>	3399.1476297403674e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql193>	482.08561808438134e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql33>	52.02689643482987e0	"411"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql115>	3247.5285766277098e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql161>	2944.7740028283574e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql78>	2060.3280536740185e0	"15"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql7>	10.604371262236166e0	"16073"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql46>	1617.3919231760397e0	"55"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql128>	2980.8462741806243e0	"5"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql92>	1667.5039389222216e0	"11"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql174>	3101.744027953744e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql14>	24.48194109241674e0	"11114"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql60>	2215.0021356312263e0	"19"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql142>	1635.8818245513469e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql110>	3041.439614750982e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql59>	2115.0465468868806e0	"20"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql187>	3499.4147812014235e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql27>	94.17296433193327e0	"2486"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql109>	3160.038573537521e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql73>	2548.869041317677e0	"16"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql2>	0.7706291239899685e0	"218785"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql155>	2698.780960640079e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql41>	327.5762892420016e0	"86"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql123>	2113.0376536266417e0	"6"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql86>	2499.2808319406095e0	"14"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql168>	3437.4798048061466e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql54>	1933.5045859828529e0	"27"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql136>	3185.3115516066655e0	"4"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql182>	3714.109170296487e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql22>	78.06927155165738e0	"3174"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql104>	2792.961662132449e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql150>	2512.9477538896035e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql99>	2596.6883394931106e0	"9"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql67>	1673.515062193398e0	"17"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql149>	3317.4145353844838e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql195>	2758.2929917659444e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql35>	223.4954792787172e0	"372"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql117>	2942.6844521207086e0	"7"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql81>	2610.7015790567425e0	"15"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql163>	2729.793815943288e0	"2"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql131>	3198.5803421009623e0	"5"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql9>	9.902728302358046e0	"11626"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql200>	2625.173753687822e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql48>	659.8091818649863e0	"33"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql94>	2915.014217981848e0	"11"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql176>	3693.4327687510963e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql16>	56.3545817056377e0	"5073"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql62>	48.7282049763897e0	"19"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql144>	2019.2738341285008e0	"3"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql190>	3033.327165568097e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql30>	0.959516601462158e0	"686"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql112>	3194.6041007003105e0	"8"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql189>	3447.738490414598e0	"1"^^<http://www.w3.org/2001/XMLSchema#long>
"oxigraph/oxigraph:v0.3.2"	<http://iguana-benchmark.eu/resource/1653338262/1/1/sparql29>	7.102252182192373e0	"699"^^<http://www.w3.org/2001/XMLSchema#long>
